timestamp,gt_x_mm,gt_y_mm,gt_z_mm,target_id,raw_x_mm,raw_y_mm,raw_z_mm,cal_x_mm,cal_y_mm,cal_z_mm
1781644822.001184,1000.0,0.0,1000.0,0,23,-11,1220,21,-10,1145
1781644822.0526562,1000.0,0.0,1000.0,0,18,-13,1226,17,-12,1151
1781644822.1051826,1000.0,0.0,1000.0,0,5,-13,1229,5,-12,1155
1781644822.1594894,1000.0,0.0,1000.0,0,-3,-13,1229,-3,-12,1155
1781644822.2039807,1000.0,0.0,1000.0,0,-11,-13,1229,-10,-12,1155
1781644822.2600677,1000.0,0.0,1000.0,0,-18,-13,1231,-17,-12,1156
1781644822.3063881,1000.0,0.0,1000.0,0,-27,-6,1231,-26,-6,1156
1781644822.359002,1000.0,0.0,1000.0,0,-32,-8,1231,-30,-8,1156
1781644822.4062643,1000.0,0.0,1000.0,0,-37,-8,1231,-35,-8,1156
1781644822.4626899,1000.0,0.0,1000.0,0,-34,-8,1235,-32,-8,1161
1781644822.5077498,1000.0,0.0,1000.0,0,-44,-10,1235,-41,-9,1161
1781644822.5634205,1000.0,0.0,1000.0,0,-47,-6,1234,-44,-6,1159
1781644822.6092749,1000.0,0.0,1000.0,0,-49,-10,1237,-46,-9,1162
1781644822.6649618,1000.0,0.0,1000.0,0,-48,-11,1253,-45,-11,1179
1781644822.7104688,1000.0,0.0,1000.0,0,-48,-8,1258,-45,-8,1184
1781644822.7665465,1000.0,0.0,1000.0,0,-46,-8,1248,-43,-8,1174
1781644822.8127205,1000.0,0.0,1000.0,0,-45,-8,1263,-42,-8,1189
1781644822.8659384,1000.0,0.0,1000.0,0,-43,-13,1261,-40,-12,1187
1781644822.912374,1000.0,0.0,1000.0,0,-38,-10,1261,-36,-9,1187
1781644822.9649436,1000.0,0.0,1000.0,0,-36,-13,1263,-34,-12,1189
1781644823.0162442,1000.0,0.0,1000.0,0,-36,-13,1266,-34,-12,1192
1781644823.0675304,1000.0,0.0,1000.0,0,-40,-8,1266,-37,-8,1192
1781644823.1163461,1000.0,0.0,1000.0,0,-42,-10,1273,-39,-9,1199
1781644823.1693792,1000.0,0.0,1000.0,0,-43,-8,1270,-41,-8,1195
1781644823.2166996,1000.0,0.0,1000.0,0,-45,-8,1271,-42,-8,1197
1781644823.2693667,1000.0,0.0,1000.0,0,-50,-8,1273,-47,-8,1199
1781644823.3170543,1000.0,0.0,1000.0,0,-52,-8,1273,-49,-8,1199
1781644823.3708475,1000.0,0.0,1000.0,0,-50,-8,1271,-47,-8,1197
1781644823.4262943,1000.0,0.0,1000.0,0,-50,-8,1273,-47,-8,1199
1781644823.630102,1000.0,0.0,1000.0,0,-46,-10,1268,-44,-9,1194
1781644823.67612,1000.0,0.0,1000.0,0,-43,-10,1265,-40,-9,1190
1781644823.7337909,1000.0,0.0,1000.0,0,-36,-10,1263,-34,-9,1189
1781644823.7768023,1000.0,0.0,1000.0,0,-30,-10,1263,-28,-9,1189
1781644823.8327045,1000.0,0.0,1000.0,0,-28,-8,1261,-26,-8,1187
1781644823.880644,1000.0,0.0,1000.0,0,-16,-8,1252,-15,-8,1177
1781644823.9323266,1000.0,0.0,1000.0,0,-10,-13,1258,-9,-12,1184
1781644823.983098,1000.0,0.0,1000.0,0,-6,-13,1258,-6,-12,1184
1781644824.0337472,1000.0,0.0,1000.0,0,-1,-11,1248,-1,-11,1174
1781644824.0836933,1000.0,0.0,1000.0,0,2,-10,1245,2,-9,1171
1781644824.1328704,1000.0,0.0,1000.0,0,-1,-13,1250,-1,-12,1175
1781644824.1907966,1000.0,0.0,1000.0,0,-6,-13,1245,-6,-12,1171
1781644824.2896256,1000.0,0.0,1000.0,0,-26,-11,1247,-24,-11,1172
1781644824.3336365,1000.0,0.0,1000.0,0,-36,-10,1258,-34,-9,1184
1781644824.3947828,1000.0,0.0,1000.0,0,-46,-13,1256,-43,-12,1182
1781644824.4336522,1000.0,0.0,1000.0,0,-51,-11,1250,-48,-11,1175
1781644824.49592,1000.0,0.0,1000.0,0,-54,-11,1245,-51,-11,1171
1781644824.5437665,1000.0,0.0,1000.0,0,-54,-10,1243,-50,-9,1169
1781644824.5999298,1000.0,0.0,1000.0,0,-55,-13,1239,-52,-12,1164
1781644824.6432161,1000.0,0.0,1000.0,0,-50,-13,1240,-47,-12,1166
1781644824.6992857,1000.0,0.0,1000.0,0,-50,-8,1240,-47,-8,1166
1781644824.747437,1000.0,0.0,1000.0,0,-42,-11,1245,-40,-11,1171
1781644824.798699,1000.0,0.0,1000.0,0,-39,-13,1250,-37,-12,1175
1781644824.84974,1000.0,0.0,1000.0,0,-30,-7,1260,-28,-6,1185
1781644824.9014263,1000.0,0.0,1000.0,0,-25,-13,1265,-23,-12,1190
1781644824.9580727,1000.0,0.0,1000.0,0,-18,-11,1256,-17,-11,1182
